refit_date,test_end,split,candidate,parameters,cpcv_score,train_rows,train_dates,max_train_label_end
2024-04-01,2024-06-30,development,gradient_boosting__residual_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,boosted_tree__residual_rank,"{""n_estimators"": 150, ""max_depth"": 3}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,elastic_net__risk_adjusted_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,random_forest__risk_adjusted_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,gradient_boosting__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,boosted_tree__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,logistic__top_quintile,"{""C"": 1.0}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,random_forest__top_quintile,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,gradient_boosting__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",,7241,247,2024-03-29
2024-04-01,2024-06-30,development,boosted_tree__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",,7241,247,2024-03-29
2024-07-01,2024-09-30,development,elastic_net__forward_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,random_forest__forward_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,gradient_boosting__forward_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,boosted_tree__forward_rank,"{""n_estimators"": 150, ""max_depth"": 3}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,elastic_net__residual_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,random_forest__residual_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,gradient_boosting__residual_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,boosted_tree__residual_rank,"{""n_estimators"": 150, ""max_depth"": 3}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,elastic_net__risk_adjusted_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,random_forest__risk_adjusted_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,gradient_boosting__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,boosted_tree__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,logistic__top_quintile,"{""C"": 1.0}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,random_forest__top_quintile,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,gradient_boosting__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",,7631,260,2024-06-28
2024-07-01,2024-09-30,development,boosted_tree__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",,7631,260,2024-06-28
2024-10-01,2024-12-31,development,elastic_net__forward_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,random_forest__forward_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,gradient_boosting__forward_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,boosted_tree__forward_rank,"{""n_estimators"": 150, ""max_depth"": 3}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,elastic_net__residual_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,random_forest__residual_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,gradient_boosting__residual_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,boosted_tree__residual_rank,"{""n_estimators"": 150, ""max_depth"": 3}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,elastic_net__risk_adjusted_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,random_forest__risk_adjusted_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,gradient_boosting__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,boosted_tree__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,logistic__top_quintile,"{""C"": 1.0}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,random_forest__top_quintile,"{""max_depth"": 4, ""min_samples_leaf"": 20}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,gradient_boosting__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",,8021,273,2024-09-27
2024-10-01,2024-12-31,development,boosted_tree__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",,8021,273,2024-09-27
2025-01-01,2026-06-22,holdout,elastic_net__forward_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.1224327660161921,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,random_forest__forward_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.0985858106189857,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,gradient_boosting__forward_rank,"{""n_estimators"": 75, ""max_depth"": 2}",0.0996854564784613,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,boosted_tree__forward_rank,"{""n_estimators"": 75, ""max_depth"": 2}",0.096892889207274,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,elastic_net__residual_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.1224327660161921,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,random_forest__residual_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.0985858106189857,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,gradient_boosting__residual_rank,"{""n_estimators"": 75, ""max_depth"": 2}",0.0996854564784613,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,boosted_tree__residual_rank,"{""n_estimators"": 75, ""max_depth"": 2}",0.096892889207274,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,elastic_net__risk_adjusted_rank,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.0539611704933513,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,random_forest__risk_adjusted_rank,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.0532837896497103,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,gradient_boosting__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",0.0477342226898048,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,boosted_tree__risk_adjusted_rank,"{""n_estimators"": 75, ""max_depth"": 2}",0.0586565323220882,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,logistic__top_quintile,"{""C"": 0.1}",-0.1608189642766686,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,random_forest__top_quintile,"{""max_depth"": 4, ""min_samples_leaf"": 20}",-0.1599040148426455,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,gradient_boosting__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",-0.1605501356371617,8411,286,2024-12-27
2025-01-01,2026-06-22,holdout,boosted_tree__top_quintile,"{""n_estimators"": 75, ""max_depth"": 2}",-0.1605028286576271,8411,286,2024-12-27
