timestamp,A12_z2.0,A12_z3.0
2024-05-13 10:00:00+00:00,0.0,0.0
2024-05-13 11:00:00+00:00,0.0,0.0
2024-05-13 12:00:00+00:00,0.0,0.0
2024-05-13 13:00:00+00:00,0.0,0.0
2024-05-13 14:00:00+00:00,0.0,0.0
2024-05-13 15:00:00+00:00,0.0,0.0
2024-05-13 16:00:00+00:00,0.0,0.0
2024-05-13 17:00:00+00:00,0.0,0.0
2024-05-13 18:00:00+00:00,0.0,0.0
2024-05-13 19:00:00+00:00,0.0,0.0
2024-05-13 20:00:00+00:00,0.0,0.0
2024-05-13 21:00:00+00:00,0.0,0.0
2024-05-13 22:00:00+00:00,0.0,0.0
2024-05-13 23:00:00+00:00,0.0,0.0
2024-05-14 00:00:00+00:00,0.0,0.0
2024-05-14 01:00:00+00:00,0.0,0.0
2024-05-14 02:00:00+00:00,0.0,0.0
2024-05-14 03:00:00+00:00,0.0,0.0
2024-05-14 04:00:00+00:00,0.0,0.0
2024-05-14 05:00:00+00:00,0.0,0.0
2024-05-14 06:00:00+00:00,0.0,0.0
2024-05-14 07:00:00+00:00,0.0,0.0
2024-05-14 08:00:00+00:00,0.0,0.0
2024-05-14 09:00:00+00:00,0.0,0.0
2024-05-14 10:00:00+00:00,0.0,0.0
2024-05-14 11:00:00+00:00,0.0,0.0
2024-05-14 12:00:00+00:00,0.0,0.0
2024-05-14 13:00:00+00:00,0.0,0.0
2024-05-14 14:00:00+00:00,0.0,0.0
2024-05-14 15:00:00+00:00,0.0,0.0
2024-05-14 16:00:00+00:00,0.0,0.0
2024-05-14 17:00:00+00:00,0.0,0.0
2024-05-14 18:00:00+00:00,0.0,0.0
2024-05-14 19:00:00+00:00,0.0,0.0
2024-05-14 20:00:00+00:00,0.0,0.0
2024-05-14 21:00:00+00:00,0.0,0.0
2024-05-14 22:00:00+00:00,0.0,0.0
2024-05-14 23:00:00+00:00,0.0,0.0
2024-05-15 00:00:00+00:00,0.0,0.0
2024-05-15 01:00:00+00:00,0.0,0.0
2024-05-15 02:00:00+00:00,0.0,0.0
2024-05-15 03:00:00+00:00,0.0,0.0
2024-05-15 04:00:00+00:00,0.0,0.0
2024-05-15 05:00:00+00:00,0.0,0.0
2024-05-15 06:00:00+00:00,0.0,0.0
2024-05-15 07:00:00+00:00,0.0,0.0
2024-05-15 08:00:00+00:00,0.0,0.0
2024-05-15 09:00:00+00:00,0.0,0.0
2024-05-15 10:00:00+00:00,0.0,0.0
2024-05-15 11:00:00+00:00,0.0,0.0
2024-05-15 12:00:00+00:00,0.0,0.0
2024-05-15 13:00:00+00:00,0.0,0.0
2024-05-15 14:00:00+00:00,0.0,0.0
2024-05-15 15:00:00+00:00,0.0,0.0
2024-05-15 16:00:00+00:00,0.0,0.0
2024-05-15 17:00:00+00:00,0.0,0.0
2024-05-15 18:00:00+00:00,0.0,0.0
2024-05-15 19:00:00+00:00,0.0,0.0
2024-05-15 20:00:00+00:00,0.0,0.0
2024-05-15 21:00:00+00:00,0.0,0.0
2024-05-15 22:00:00+00:00,0.0,0.0
2024-05-15 23:00:00+00:00,0.0,0.0
2024-05-16 00:00:00+00:00,0.0,0.0
2024-05-16 01:00:00+00:00,0.0,0.0
2024-05-16 02:00:00+00:00,0.0,0.0
2024-05-16 03:00:00+00:00,0.0,0.0
2024-05-16 04:00:00+00:00,0.0,0.0
2024-05-16 05:00:00+00:00,0.0,0.0
2024-05-16 06:00:00+00:00,0.0,0.0
2024-05-16 07:00:00+00:00,0.0,0.0
2024-05-16 08:00:00+00:00,0.0,0.0
2024-05-16 09:00:00+00:00,0.0,0.0
2024-05-16 10:00:00+00:00,0.0,0.0
2024-05-16 11:00:00+00:00,0.0,0.0
2024-05-16 12:00:00+00:00,0.0,0.0
2024-05-16 13:00:00+00:00,0.0,0.0
2024-05-16 14:00:00+00:00,0.0,0.0
2024-05-16 15:00:00+00:00,0.0,0.0
2024-05-16 16:00:00+00:00,0.0,0.0
2024-05-16 17:00:00+00:00,0.0,0.0
2024-05-16 18:00:00+00:00,0.0,0.0
2024-05-16 19:00:00+00:00,0.0,0.0
2024-05-16 20:00:00+00:00,0.0,0.0
2024-05-16 21:00:00+00:00,0.0,0.0
2024-05-16 22:00:00+00:00,0.0,0.0
2024-05-16 23:00:00+00:00,0.0,0.0
2024-05-17 00:00:00+00:00,-0.001375,-0.001275
2024-05-17 01:00:00+00:00,0.009466298758578295,0.018751208196404523
2024-05-17 02:00:00+00:00,-0.00017438703520814922,-0.002846299810246644
2024-05-17 03:00:00+00:00,0.0020758977608062628,0.009451316206787075
2024-05-17 04:00:00+00:00,-0.002981916781089019,-0.013824305642830104
2024-05-17 05:00:00+00:00,-0.00046171351812868946,0.004500831527972436
2024-05-17 06:00:00+00:00,-0.0030278107288206346,0.001533281801248343
2024-05-17 07:00:00+00:00,-0.009610687325472324,-0.005340287232297625
2024-05-17 08:00:00+00:00,0.002726165606358433,-0.006545629636214856
2024-05-17 09:00:00+00:00,-0.0018365954540373597,-0.0026627564193095754
2024-05-17 10:00:00+00:00,-0.0016842433880640993,-0.005801688669417604
2024-05-17 11:00:00+00:00,0.003845511741607322,0.00394911022939759
2024-05-17 12:00:00+00:00,-0.009636327649694977,-0.00924319529202633
2024-05-17 13:00:00+00:00,-0.0008806362946732037,-0.007070346721873455
2024-05-17 14:00:00+00:00,-0.006301642319657241,-0.0069638725652622635
2024-05-17 15:00:00+00:00,0.003274943347506504,0.0009173479747123792
2024-05-17 16:00:00+00:00,0.0012619794281421176,0.006349299479477211
2024-05-17 17:00:00+00:00,0.002191068139281779,-0.0017734786411712777
2024-05-17 18:00:00+00:00,0.00042611500676229376,0.0012366539903330143
2024-05-17 19:00:00+00:00,0.00016666903008587055,-0.0012031776616884815
2024-05-17 20:00:00+00:00,-0.0010231490318602932,-0.002781397511585404
2024-05-17 21:00:00+00:00,0.000366331410755213,0.0005121267064041035
2024-05-17 22:00:00+00:00,0.0010762482234298876,0.004448463631380184
2024-05-17 23:00:00+00:00,0.0014978217166678543,0.0011905744099756088
2024-05-18 00:00:00+00:00,-0.0015360835419478494,-0.0026768598841282465
2024-05-18 01:00:00+00:00,0.0013917688311974518,-0.002183532568078461
2024-05-18 02:00:00+00:00,-0.0018243597222604262,-0.0010057093429984842
2024-05-18 03:00:00+00:00,0.0009035940865179393,-0.0027524177302075126
2024-05-18 04:00:00+00:00,-0.0009296118984579299,0.004163058838823008
2024-05-18 05:00:00+00:00,0.0009203334280089293,0.002017716671264445
2024-05-18 06:00:00+00:00,-0.0003513320239084104,0.0052314130969963735
2024-05-18 07:00:00+00:00,0.001458312839618281,-0.0048873186187472235
2024-05-18 08:00:00+00:00,0.0010768901217298268,-0.004353168533805463
2024-05-18 09:00:00+00:00,0.0010576416706179483,-0.002500549898085347
2024-05-18 10:00:00+00:00,0.00020586183961283455,-0.0005819798561372824
2024-05-18 11:00:00+00:00,0.0012794787791207498,0.006974624171360855
2024-05-18 12:00:00+00:00,0.0015685808745857415,0.02382008652172546
2024-05-18 13:00:00+00:00,0.002693898125232604,0.01765372906864826
2024-05-18 14:00:00+00:00,0.004356606785677243,0.009511161159696857
2024-05-18 15:00:00+00:00,-0.0002404859938913707,-0.0035713563794254055
2024-05-18 16:00:00+00:00,-0.002930633212688028,-0.005074494365070237
2024-05-18 17:00:00+00:00,-1.9883720217461678e-05,-0.00207169728756601
2024-05-18 18:00:00+00:00,-0.0020037994425889886,-0.0018544975118188756
2024-05-18 19:00:00+00:00,0.004976066070488561,0.005954121677458679
2024-05-18 20:00:00+00:00,-0.0025899587017709502,-0.0043819240806188
2024-05-18 21:00:00+00:00,0.0011810624652239254,0.012817515973196247
2024-05-18 22:00:00+00:00,2.9412190724664722e-05,-0.002131102253443151
2024-05-18 23:00:00+00:00,0.0005060681494386543,-0.006300949080455309
2024-05-19 00:00:00+00:00,-0.0029188721265376028,-0.005948420929049458
2024-05-19 01:00:00+00:00,0.007448954276042197,-0.0014783116125267615
2024-05-19 02:00:00+00:00,0.0007322695316959449,-0.01250825467117278
2024-05-19 03:00:00+00:00,0.0003674990174780124,-0.004450412430462292
2024-05-19 04:00:00+00:00,-0.000729139963639519,0.0016806080745578322
2024-05-19 05:00:00+00:00,0.002884847435877691,0.0006504189463213406
2024-05-19 06:00:00+00:00,-0.0028160611482856784,0.009379785604900492
2024-05-19 07:00:00+00:00,0.0013387287544291413,0.0003478260869566041
2024-05-19 08:00:00+00:00,0.0027051527585698985,0.011830201809324925
2024-05-19 09:00:00+00:00,-0.00046520497033040054,-0.008662871674491413
2024-05-19 10:00:00+00:00,0.0010308924393679362,0.002256665610988917
2024-05-19 11:00:00+00:00,-0.002635502858413477,-0.006245399748731062
2024-05-19 12:00:00+00:00,0.004024536584707272,0.01908632459096915
2024-05-19 13:00:00+00:00,0.005389586504991183,0.0091088694460566
2024-05-19 14:00:00+00:00,0.0023335361039586895,0.007748244314303543
2024-05-19 15:00:00+00:00,0.0009972442052286706,-0.006237588160270645
2024-05-19 16:00:00+00:00,0.007050697182000848,0.013672084663442939
2024-05-19 17:00:00+00:00,-0.0033000861358394207,-0.01180246722784924
2024-05-19 18:00:00+00:00,0.0010569610608539262,0.0011089613502195022
2024-05-19 19:00:00+00:00,-0.0006863316843344685,0.003120609555386178
2024-05-19 20:00:00+00:00,-0.0038610967575765376,-0.002734384138799154
2024-05-19 21:00:00+00:00,0.0024266073889309403,-0.00021012770099663536
2024-05-19 22:00:00+00:00,-0.0013997700658813228,-0.002071407013633101
2024-05-19 23:00:00+00:00,0.0011588902400434715,0.0013295343908563684
2024-05-20 00:00:00+00:00,-0.0007152197682064136,-0.0040864182000415195
2024-05-20 01:00:00+00:00,0.0008600897309801641,-9.652089102644518e-05
2024-05-20 02:00:00+00:00,-0.004310735835443894,-0.00814801181643195
2024-05-20 03:00:00+00:00,0.0012814754015623838,0.0010402267880020486
2024-05-20 04:00:00+00:00,-0.010593363928688508,-0.018914088256038426
2024-05-20 05:00:00+00:00,-0.004799120192944706,-0.007147320228419647
2024-05-20 06:00:00+00:00,0.015263991019432595,0.021976752659649268
2024-05-20 07:00:00+00:00,-0.010629636821132632,-0.011773957060221218
2024-05-20 08:00:00+00:00,-0.002124578839254594,-0.003237156069648389
2024-05-20 09:00:00+00:00,0.0023937991338543506,0.0021986550543302563
2024-05-20 10:00:00+00:00,-0.002527833555197046,-0.0064589234285456435
2024-05-20 11:00:00+00:00,0.0023241875254624562,0.002459769290352742
2024-05-20 12:00:00+00:00,0.0014628413833954745,0.0042272101951476015
2024-05-20 13:00:00+00:00,-0.004275033228557266,-0.0038780805023506115
2024-05-20 14:00:00+00:00,0.001978425861123606,0.004060278885393472
2024-05-20 15:00:00+00:00,-0.009346545021038313,-0.009217400688435351
2024-05-20 16:00:00+00:00,-0.006293333326988338,-0.0097272786693261
2024-05-20 17:00:00+00:00,-0.0001461175789857828,-0.0021290711210684202
2024-05-20 18:00:00+00:00,-0.005313063126237883,-0.010025683057909074
2024-05-20 19:00:00+00:00,-0.031744516955545476,-0.0460163397543768
2024-05-20 20:00:00+00:00,-0.007043906469221515,0.000550169913877796
2024-05-20 21:00:00+00:00,-0.012269137594121626,-0.013103475905458462
2024-05-20 22:00:00+00:00,0.0032883596361693475,-0.0003056081871486496
2024-05-20 23:00:00+00:00,-0.0062697663415406946,-0.007046935247972286
2024-05-21 00:00:00+00:00,-0.004703743064298573,-0.00026406126221290016
2024-05-21 01:00:00+00:00,0.005710162209514468,0.004355860612460294
2024-05-21 02:00:00+00:00,0.00417350292096071,0.007556675062972307
2024-05-21 03:00:00+00:00,0.0008518541667571515,-0.0005343307507348349
2024-05-21 04:00:00+00:00,0.0005925865027173199,0.002670226969292422
2024-05-21 05:00:00+00:00,-0.005058834118006388,-0.004016064257028162
2024-05-21 06:00:00+00:00,-0.0024407985338937843,-0.006241666666666597
2024-05-21 07:00:00+00:00,-0.004363682131519641,0.0
2024-05-21 08:00:00+00:00,0.0009761939674534648,0.0
2024-05-21 09:00:00+00:00,-0.00018425443920767892,0.0
2024-05-21 10:00:00+00:00,0.002242310110691925,0.0
2024-05-21 11:00:00+00:00,-0.002338941057684729,0.0
2024-05-21 12:00:00+00:00,-0.002360802115290328,0.0
2024-05-21 13:00:00+00:00,-0.0006713419097544417,0.0
2024-05-21 14:00:00+00:00,0.002681648067227847,0.0
2024-05-21 15:00:00+00:00,-0.005623053248813492,0.0
2024-05-21 16:00:00+00:00,0.008184762039058676,0.0
2024-05-21 17:00:00+00:00,-0.0007918877594672208,0.0
2024-05-21 18:00:00+00:00,-0.007402173357877332,0.0
2024-05-21 19:00:00+00:00,-0.008757819067027512,0.0
2024-05-21 20:00:00+00:00,0.009658607734136957,0.0
2024-05-21 21:00:00+00:00,-0.0031531935678056344,0.0
2024-05-21 22:00:00+00:00,0.006322825775104382,0.0
2024-05-21 23:00:00+00:00,0.0029205006794303127,0.0
2024-05-22 00:00:00+00:00,-0.005091565571451462,0.0
2024-05-22 01:00:00+00:00,0.005211503841012377,0.0
2024-05-22 02:00:00+00:00,-0.004920914749558166,0.0
2024-05-22 03:00:00+00:00,-0.0029906896307923423,0.0
2024-05-22 04:00:00+00:00,-0.006419677179447241,-0.001125
2024-05-22 05:00:00+00:00,-0.006347192958264321,-0.0158148677626877
2024-05-22 06:00:00+00:00,-0.002197220342933866,-0.013545606473744476
2024-05-22 07:00:00+00:00,0.004063934501403838,0.015100234313980776
2024-05-22 08:00:00+00:00,0.0016941470129878359,0.002290950744558984
2024-05-22 09:00:00+00:00,0.00020655934432063,0.009891371544643701
2024-05-22 10:00:00+00:00,-0.004732041969520563,-0.006957452502007078
2024-05-22 11:00:00+00:00,0.004407464467587539,0.018690760917707605
2024-05-22 12:00:00+00:00,0.006787437159271128,0.017151110308719852
2024-05-22 13:00:00+00:00,-0.008219558485669569,0.0007347538574576928
2024-05-22 14:00:00+00:00,-0.0028834278663735216,-0.009191176470588314
2024-05-22 15:00:00+00:00,-0.008167629128615966,-0.026668761384335087
2024-05-22 16:00:00+00:00,-0.0016001536427692445,0.0012675192951944747
2024-05-22 17:00:00+00:00,0.004218615196505373,0.010549600746727894
2024-05-22 18:00:00+00:00,0.005012659482143964,0.007692522636626953
2024-05-22 19:00:00+00:00,-0.003999559591454727,0.0008541475084595795
2024-05-22 20:00:00+00:00,0.002968569487834816,0.0020160798854773065
2024-05-22 21:00:00+00:00,-0.005271064571297324,-0.010835633763990105
2024-05-22 22:00:00+00:00,0.005804799704223863,0.007885171332866703
2024-05-22 23:00:00+00:00,-0.000847694406391708,-0.003610365305311447
2024-05-23 00:00:00+00:00,-0.0025300668700234067,-0.006914846628380655
2024-05-23 01:00:00+00:00,0.0008940068125789625,0.003147838580399742
2024-05-23 02:00:00+00:00,-0.0012078173916152846,-0.002386521926504348
2024-05-23 03:00:00+00:00,-0.0037688404925799493,-0.0027916499330654654
2024-05-23 04:00:00+00:00,-0.0018003966405070427,-0.00020776864565263953
2024-05-23 05:00:00+00:00,0.005604436728183719,0.009796763373686679
2024-05-23 06:00:00+00:00,-0.004967298453146918,-0.004658477255098714
2024-05-23 07:00:00+00:00,-0.0011765479026620471,-0.00434614486080831
2024-05-23 08:00:00+00:00,0.0025000569444280944,0.0014137994505830087
2024-05-23 09:00:00+00:00,0.004055907542017444,-0.003078506380049695
2024-05-23 10:00:00+00:00,0.003341546461750789,0.011599520817605957
2024-05-23 11:00:00+00:00,-0.020582722827855324,-0.03566523167959201
2024-05-23 12:00:00+00:00,0.016439593229435827,0.01949982007254697
2024-05-23 13:00:00+00:00,0.028922397762367616,0.0323111133803038
2024-05-23 14:00:00+00:00,0.005663975092862469,0.009776262949424944
2024-05-23 15:00:00+00:00,-0.009061502730740044,-0.007868418542654224
2024-05-23 16:00:00+00:00,0.00018725271429594423,0.0005481739133961586
2024-05-23 17:00:00+00:00,0.0036778744156567567,0.005363184798049462
2024-05-23 18:00:00+00:00,9.165562027157369e-05,-0.0012682644714875717
2024-05-23 19:00:00+00:00,0.001760058514458022,0.003913065867664933
2024-05-23 20:00:00+00:00,0.0038353295038504225,0.011005574947904587
2024-05-23 21:00:00+00:00,-0.021559364979079843,-0.029391799907983795
2024-05-23 22:00:00+00:00,0.006034176120916704,0.004909926652590733
2024-05-23 23:00:00+00:00,0.0008491421012177445,-0.002581368789674965
2024-05-24 00:00:00+00:00,-0.007747224123962685,-0.0063928699526366595
2024-05-24 01:00:00+00:00,0.0026961886506529247,0.001202700833934256
2024-05-24 02:00:00+00:00,-0.00043850574754521004,-1.6755680287305896e-05
2024-05-24 03:00:00+00:00,-0.0012284091647074555,0.000740809334197623
2024-05-24 04:00:00+00:00,0.0016603559047019426,-0.002417164762654782
2024-05-24 05:00:00+00:00,0.01475829652746341,0.010830324909747335
2024-05-24 06:00:00+00:00,0.01107034770154523,0.008515815085158196
2024-05-24 07:00:00+00:00,-0.00895631674158426,-0.008588957055214674
2024-05-24 08:00:00+00:00,0.0012796602858389486,0.0036496350364964014
2024-05-24 09:00:00+00:00,-0.0010472268970200815,-0.00366300366300365
2024-05-24 10:00:00+00:00,0.00017774092873631535,-0.0048661800486617945
2024-05-24 11:00:00+00:00,-0.003980560444395,-0.00363196125907983
2024-05-24 12:00:00+00:00,-0.0010109883873809572,-0.009793908323281014
2024-05-24 13:00:00+00:00,0.005177681436647085,0.005314846571452758
2024-05-24 14:00:00+00:00,-0.007346919446283825,-0.0058305062497595594
2024-05-24 15:00:00+00:00,0.0021759526211333354,0.002070456014210964
2024-05-24 16:00:00+00:00,0.004946853841837066,0.0020336133887225993
2024-05-24 17:00:00+00:00,-0.00710963582658791,-0.0016058295139400602
2024-05-24 18:00:00+00:00,-0.00128269229983345,-0.0008246109945576618
2024-05-24 19:00:00+00:00,-0.00014005198636729576,0.0002462680273256357
2024-05-24 20:00:00+00:00,0.000837627077630761,-0.0028854689515485465
2024-05-24 21:00:00+00:00,0.001839309453606978,0.0026296018031557455
2024-05-24 22:00:00+00:00,0.0011821011629778813,0.0037467216185838037
2024-05-24 23:00:00+00:00,0.0005745345356167331,0.0011198208286673506
2024-05-25 00:00:00+00:00,0.001972647220277383,-0.0026099925428784143
2024-05-25 01:00:00+00:00,-0.00295630963698279,0.0014953271028037562
2024-05-25 02:00:00+00:00,-0.003058219763686661,-0.002426278462112852
2024-05-25 03:00:00+00:00,-0.00565523733362383,0.0011225444340505764
2024-05-25 04:00:00+00:00,-0.0027223040330165427,0.004485142963931876
2024-05-25 05:00:00+00:00,0.0018628684580490789,-0.0022325581395348237
2024-05-25 06:00:00+00:00,0.0015664191518467052,-0.0026104792093976092
2024-05-25 07:00:00+00:00,0.0004007304234581239,0.000560852495793629
2024-05-25 08:00:00+00:00,-0.0031549646188150132,-0.0009342301943200404
2024-05-25 09:00:00+00:00,0.0029052619072905458,0.0056106227791283825
2024-05-25 10:00:00+00:00,-0.0027851151115853264,0.005765296633810646
2024-05-25 11:00:00+00:00,0.0016215732631911783,-0.004992603550295738
2024-05-25 12:00:00+00:00,0.003116872682734695,-0.0035309422040513683
2024-05-25 13:00:00+00:00,0.0008727387738449387,-0.0033629709063782284
2024-05-25 14:00:00+00:00,0.0036787184866430658,0.0
2024-05-25 15:00:00+00:00,0.004302102169594738,0.0
2024-05-25 16:00:00+00:00,-0.000668310516811673,0.0
2024-05-25 17:00:00+00:00,0.0011447306040863008,0.0
2024-05-25 18:00:00+00:00,-0.00117349506352038,0.0
2024-05-25 19:00:00+00:00,0.0017787841329744978,0.0
2024-05-25 20:00:00+00:00,-0.0040867243211241125,0.0
2024-05-25 21:00:00+00:00,-0.0018090523294719274,0.0
2024-05-25 22:00:00+00:00,-0.0002959873176944979,0.0
2024-05-25 23:00:00+00:00,-0.0018043589625985623,0.0
2024-05-26 00:00:00+00:00,-0.0002911870989891947,0.0
2024-05-26 01:00:00+00:00,0.005613678373592867,0.0
2024-05-26 02:00:00+00:00,-0.0062798927678918105,0.0
2024-05-26 03:00:00+00:00,0.003554323319615804,0.0
2024-05-26 04:00:00+00:00,-0.005748740350565024,0.0
